"","FD45571446","FD45571447","FD45571448","FD45571449","FD45571450","FD45571451","FD45571452","FD45571453","FD45571454","FD45571455","FD45571456","FD45571457","FD45571458","FD45571459","FD45571460","FD45571461","FD45571462","FD45571463","FD45571464","FD45571465","FD45571468","FD45571469","FD45571470","FD45571471","FD45571472","FD45571473","FD45571474","FD45571475","FD45571476","FD45571477","FD45571478","FD45571479"
"MHC-II HLA",-0.191903344762891,0.134591123762697,0.171645532768325,0.114810441870997,0.13436064566216,0.0490392702335511,-0.0134566862910008,0.144784725367148,0.0210382027560329,0.096331759073559,0.171649576243773,0.126148347027237,-0.120810959435854,0.038603060102219,-0.101661059714045,-0.0135820340298894,-0.119108656272239,-0.155766804683962,0.124838260982079,-0.165576276120851,0.00650999547130748,-0.220874846347933,0.0692970822281167,0.0367915831015073,-0.0934042828491946,0.100561234392185,0.0205044639968947,0.150037199974122,0.0853496797567446,0.0892233292359449,0.160170149446853,-0.0423554053179789
"F-TBRS",0.184486917795509,0.257725613904868,0.241139357951382,0.240124945877405,0.360351332962207,0.291900167006866,0.159562689429084,0.190446588730129,0.19771757283355,0.218321271726356,0.224593307354488,0.187412630667409,0.16928620028453,0.227277788086844,0.191386775530402,0.218203748376322,0.141878517968702,0.183398280447826,0.146962949217542,0.219629492175419,0.290987814684233,0.244875363394569,0.240758953423641,0.303655594730006,0.153903012309025,0.20166697593864,0.202239129090122,0.201373167563555,0.300167006865838,0.206157604997835,0.243922805715346,0.23038597142327
"MCP-B lineage",-0.226713174628199,0.123456303536707,0.423938462346944,0.357506963056388,-0.025132692206632,0.233814178359346,-0.229432707972043,0.401341373692785,0.163815754900415,0.45245414893058,0.388821010037312,0.248127857480687,-0.151676388669925,0.0291791476167954,-0.170259866519523,-0.192377423931893,-0.0446949393031689,-0.422007199537548,0.038382206106469,-0.132186399705712,0.100819801355825,-0.317377423931893,-0.0676401807767092,0.17386620421462,0.0956566293551947,-0.157115455357612,0.424713595039151,0.419228545903621,0.362387671448841,-0.212576856377109,0.04637658310999,-0.0126911556046035
"MCP-CTLs",-0.224990802543754,0.0609449729332002,0.0166132338256163,0.164939296788774,-0.00703736795080673,-0.0210542912703001,-0.0614179849687287,0.150328480580228,-0.031749618962527,0.014531980869291,0.187911914647606,-0.0180375256214853,-0.100052556892836,0.00845640405739212,-0.157360592841751,-0.0115152152204762,-0.0738056446102907,-0.239391391180953,0.0855994113628002,-0.165622536395648,0.104393756241131,-0.284690177116729,0.0884585063331056,0.0102223156566984,-0.0628265096967467,-0.048620381563042,0.0504966626373048,0.119792925842224,0.0345193672150103,0.121437956588006,0.0900982813896042,-0.0462868555211016
"MCP-Ecs",-0.100754108135599,0.0673015204924502,0.00839866014275437,-0.038198207677873,-0.0489468792199366,0.180347591238316,-0.0871678855158626,-0.0217130530857053,-0.0806457270128549,-0.00227635432559931,0.0113326669121903,-0.0733606916749969,0.000198172603076086,-0.0607565633713895,-0.012456814156188,-0.0329159432489785,-0.105685624594448,-0.0457357815541642,-0.118566843794392,-0.0540222023465039,0.109947212430508,-0.0530786903070798,-0.0196506550218341,0.168236263832623,-0.110271654302801,-0.0499640483330702,-0.0299433542028376,-0.0266726293821575,0.104124796127742,-0.0785447466722786,-0.0987337998281335,-0.0163641465425018
"MCP-Monocytic lineage",-0.030515727047519,0.439771788904737,0.373973425418512,0.434479393438931,0.461519405450041,0.329232039636664,0.151264920051047,0.273297800465431,0.164417085804369,0.241153066586593,0.410764957585767,0.243840552511073,0.119315366714211,0.306028075970272,0.021199609638916,0.255108475339689,0.0189174986862848,-0.0487576007807222,0.375129494782674,0.0110427145109225,0.355701523909616,-0.0488176563321072,0.214773665640718,0.284911042714511,0.092140229712484,0.222205540124615,0.26461226634637,0.357015239096164,0.25374221154568,0.308760603558291,0.377344043239997,0.101681555438781
"MCP-Neutrophils",-0.0820773349554299,-0.0263102560058876,-0.0601001794819804,-0.0395536230578022,0.0434924640097326,0.0150532062691028,-0.0732421654989074,-0.0165739217939186,-0.0723410007434609,-0.0137314979611148,-0.0514978109206149,-0.0635771734967445,0.0140018473877487,-0.0558346663062008,-0.0872064643551791,0.0198406440324118,-0.0715299524635591,-0.0412245327085258,-0.122558406740712,-0.0464212494649335,-0.0441195244853974,-0.0674747110640503,-0.106664113366526,-0.0653006510915358,-0.125006570993008,-0.0872477677398037,-0.054779552571699,-0.0507468402910762,-0.0272264401739248,-0.0461471451851518,-0.0522037233123813,-0.0328850038674988
"MCP-NK",-0.44693330530299,-0.358406475009197,-0.339196930677458,-0.28881063751511,-0.337231302885373,-0.370988595154255,-0.373647973931781,-0.291790613338939,-0.372617858832186,-0.350260156619541,-0.274530929731434,-0.374772691438482,-0.382356651074788,-0.360839859147527,-0.433252746097651,-0.365585746570663,-0.393582803384664,-0.416644767961318,-0.295784937194513,-0.426283702107531,-0.335770221264519,-0.421348609870184,-0.350338991958795,-0.362863299521732,-0.39451306038787,-0.362852788143165,-0.345188416460819,-0.31418510537657,-0.360692699847585,-0.308141062700373,-0.315073316865507,-0.397246018815368
"MCP-T cells",-0.200802036632347,0.171810815479007,0.260868422435999,0.247399764195222,0.0849873461448923,0.0696112225050879,-0.0626084213846396,0.320765839848004,0.0954033087765938,0.302554802081691,0.283097153070343,0.153686139335091,-0.0704034965192512,0.175088802276943,-0.098670031015087,-0.0175764675843528,-0.0512499906128671,-0.21696292458002,0.120545805453549,-0.113122460780559,0.177153971508174,-0.215412170230022,-0.00544829191730312,0.11979483482401,-0.00403646713377037,0.0151020193600228,0.302156787648035,0.331226860717477,0.215359602285955,0.0812700415286758,0.109574124555989,0.00660854153994039
"PIP 4-1BB",-0.0386656159705805,0.107880220646178,0.134095087995797,0.11933280798529,0.137930128710271,0.0934594168636722,-0.0210927239296034,0.173680063041765,0.0363803519831889,0.138297872340426,0.197478329393223,0.0920672445495141,-0.0117677961649593,0.0461780929866036,-0.101129498292619,0.05397951142632,-0.0650118203309692,-0.0678224323614395,0.22655634357762,-0.0791962174940898,0.15237719989493,-0.0518518518518519,0.144733385868138,-0.00764381402679276,-0.019070133963751,-0.0154189650643551,0.120830049908064,0.157420541108484,0.0812450748620961,0.148200682952456,0.110979774100341,0.00394011032308905
"PIP Beti",0.142675493905002,0.108322824716267,0.0737179487179487,0.085634720470786,0.0572824716267339,0.098192517864649,0.106378730559058,0.0979298024379991,0.113209331651955,0.119398907103825,0.103678015973098,0.108375367801597,0.067938209331652,0.0396910466582597,0.0981715006305171,0.117034468263976,0.071479613282892,0.083827238335435,0.0735603194619588,0.11474358974359,0.0481504833963851,0.101145439260193,0.113461538461538,0.0694409415720891,0.07489491382934,0.0879571248423707,0.0643022278268179,0.0940205968894493,0.110718789407314,0.109142496847415,0.0816834804539722,0.130075662042875
"PIP BTLA",-0.263910050964115,-0.0256659486155624,0.0741475332317554,0.0970025744759102,-0.0234723900593706,-0.0635343876425156,0.011388115378553,0.142279199285452,-0.0425313928440078,0.0586481374454895,0.13012924919876,-0.00995639153049965,-0.15499395786266,-0.0117558976514475,-0.191496348447433,-0.0674223716702569,-0.0939946408868807,-0.124349813481847,0.0888062838228341,-0.0764724425996953,-0.0151972889192455,-0.229522408448484,-0.086888561971313,-0.0226186097830084,-0.0685782588136395,-0.0743970997740766,0.0510560605264541,0.105868754268901,0.022053801292492,-0.0467740240634687,-0.0597777544265223,-0.0279777229023275
"PIP CCL2",-0.0189835732548773,0.243581660887535,0.307624951840566,0.246383664319989,0.246243564148366,0.213740324331897,0.0371965955658295,0.301443031767714,0.15262162446149,0.257364015270919,0.300900143602676,0.152534061854226,0.0897691849672515,0.23207593429302,-0.0523974641868937,0.119698084130153,-0.0476165458302687,-0.110223810024167,0.260201043746279,-0.0829568141220973,0.239676368603552,-0.0220657770305769,0.126703092711289,0.29130328184652,0.0342720044832056,0.0886658961157227,0.282214283212497,0.286679976182971,0.145038702672411,0.0853210045182305,0.218783930510315,0.0540611537249133
"PIP CCR8",-0.251610239471511,-0.0838750844531191,-0.0631108775617446,-0.00773215224082274,-0.0312814353276781,-0.127693116132423,-0.0695743562795586,-0.0959762780572029,-0.115599429472262,-0.113760228211095,-0.0505817881540425,-0.116680429397192,-0.172411981082501,-0.185466556564822,-0.225050671871481,-0.108227610539749,-0.23538773365363,-0.299699722243075,-0.0482921702574882,-0.219518054200135,-0.0765332932962991,-0.315922228060956,-0.13941896254035,-0.16952931461602,-0.210794985361459,-0.208310186922904,-0.0825763831544178,-0.00238720816755494,-0.158073718189325,-0.112461526912394,-0.0895953757225433,-0.107499436979206
"PIP CD244",-0.17478329393223,0.241660099816128,0.234988179669031,0.247727869713685,0.206146572104019,0.12461255581823,-0.0280010506960862,0.275755187811925,0.0542684528500131,0.197609666403993,0.334278959810875,0.180640924612556,-0.0662463882322039,0.156579984239559,-0.12582085631731,0.0561597058050959,-0.0967953769372209,-0.212503283425269,0.25739427370633,-0.0833464670344103,0.21946414499606,-0.200788022064618,0.0798003677436302,0.172944575781455,0.0146046755975834,0.0149724192277384,0.201707381140005,0.238087733123194,0.169477278697137,0.172445495140531,0.140583136327817,0.0446808510638298
"PIP CD27",-0.200788022064618,0.111688993958498,0.176516942474389,0.196033622274757,0.0713159968479118,0.0838718150774889,-0.0437352245862884,0.208011557656948,0.0203047018649856,0.157630680325716,0.191620698712897,0.0877068557919621,0.04100341476228,0.0295508274231678,-0.140793275545049,-0.032387706855792,-0.10441292356186,-0.257184134489099,0.131809824008406,-0.163488311006041,0.165957446808511,-0.280010506960862,-0.000919359075387427,0.0628841607565012,-0.0630154977672708,-0.0826109797741004,0.163934856842658,0.230811662726556,0.187102705542422,0.0474914630943,0.0642500656685053,-0.0568163908589441
"PIP CD40",-0.194562647754137,0.0658786446020488,0.332256369845022,0.221749408983452,0.107197268190176,0.108852114525873,-0.114184397163121,0.323640661938534,0.0519569214604676,0.335198318886262,0.19852902547938,0.102731809824008,0.0256895193065406,0.0707643814026793,-0.116233254531127,-0.0675334909377462,-0.0319148936170213,-0.31812450748621,0.0475439978986079,-0.169424743892829,0.103598634095088,-0.183845547675335,-0.0403992645127397,0.112214342001576,-0.0320462306277909,-0.063330706593118,0.362831625952193,0.316706067769898,0.209876543209877,0.0575256107171001,0.0991857105332282,-0.11137378513265
"PIP CSFR1",-0.140665115231589,0.133480969897155,0.0852038135275129,0.0746565573155169,0.125951505142257,0.120951880489453,-0.0794384805945499,0.047526461977329,-0.0584490653854816,0.0597402597402598,0.0645972524585241,0.00102845131746865,-0.0634937317018242,0.0450716913144659,-0.15494332257338,0.0979806320846783,-0.0851062232565123,-0.158696794534945,0.0880264244426094,-0.214015464304482,0.0647323774491405,-0.173365362960739,-0.0316868102995271,0.0686284813452444,-0.11029202011861,-0.0314465880939869,0.0355603933638616,0.064064259439982,0.063418662262593,0.0610840027024998,0.0860295773590571,-0.1243750469184
"PIP CTLA-4",-0.131968160563232,0.302514054536857,0.29007513266432,0.287697682971681,0.243760836441969,0.143999894919351,0.0983948930804392,0.267784899910681,0.0976987337781747,0.275298166342668,0.324646666316398,0.137589975306047,0.123364682393737,0.160720853254873,-0.0725056480849052,0.00341512110544839,-0.0645457888929754,-0.0893579572321757,0.180686176640572,-0.132913886407818,0.237547943046288,-0.160458151631377,0.0910655177848999,0.134069773551201,0.0312746282772027,0.0193217044081332,0.273354174328797,0.311367099248673,0.209215572952241,0.197604161193716,0.220327851626123,-0.00127410287395574
"PIP CXCL8/IL8",-0.0243949423838045,-0.103674127000806,-0.115039753423698,-0.0298588490770901,0.127788869041365,0.0509964624706665,-0.0659171307484852,-0.101905362334069,-0.225351126055129,-0.112482925291583,-0.0592623725964064,-0.0351651430773003,0.0671955448145424,-0.236559139784946,-0.29839585303492,0.105337816538825,-0.138576582256313,0.040401386991699,-0.199204931526041,-0.158873594620153,-0.0661623060488249,-0.0135722041259501,-0.110171272459809,-0.087545094742741,-0.205036601169836,-0.0267941578228433,-0.160817484501419,-0.180273895835522,-0.192497635809604,0.0125564778816855,0.024114742040559,-0.1650204896501
"PIP GITR",-0.389913317572892,-0.197951142631994,-0.17980036774363,-0.170239033359601,-0.199658523771999,-0.147281323877069,-0.217677961649593,-0.178775939059627,-0.169398476490675,-0.140084055686893,-0.167980036774363,-0.200577882847386,-0.194457578145521,-0.168216443393748,-0.216206987128973,-0.19913317572892,-0.249172576832151,-0.341292356185973,-0.117625426845285,-0.253349093774626,-0.0584975045967954,-0.257341738902023,-0.21163645915419,-0.155135277121093,-0.186682427107959,-0.137010769634883,-0.165379563961124,-0.166482794851589,-0.29511426319937,-0.197268190175992,-0.117625426845285,-0.183924349881797
"PIP HDACi class I",0.273118957545187,0.238724253888188,0.266771752837327,0.235529634300126,0.245039932744851,0.24339007986549,0.293747372845733,0.272856242118537,0.28160992013451,0.267465321563682,0.255117696511139,0.249253888188314,0.249905422446406,0.253110550651534,0.290594787725935,0.276986128625473,0.212746952501051,0.25396174863388,0.250189155107188,0.254707860445565,0.217780580075662,0.277690205968894,0.250998318621269,0.2208280790248,0.279192938209332,0.240132408575032,0.25317360235393,0.261443883984868,0.232356031946196,0.25994115174443,0.225620008406894,0.222929802437999
"PIP ICOS",-0.17037037037037,0.152035723666929,0.133858681376412,0.11163645915419,0.0894667717362753,-0.0218282111899133,-0.117914368268978,0.112450748620961,-0.018360914105595,0.12815865510901,0.250065668505385,0.0166798003677436,0.0587076438140268,-0.00212765957446809,-0.110979774100341,-0.119648016811137,-0.10575256107171,-0.293039138429209,0.0392697662201208,-0.180115576569477,0.0567375886524822,-0.160835303388495,-0.0740478066719201,0.0298135014447071,-0.0814814814814815,-0.0774363015497767,0.196926713947991,0.190727607039664,0.0303651168899396,-0.00635671132125032,0.0631993695823483,-0.0862358812713422
"PIP IDO",-0.160666246321984,-0.128825136612022,-0.0719840269020597,-0.078551912568306,-0.16775956284153,-0.0906473308112652,-0.150493905002102,-0.0863598150483397,-0.0783207229928541,-0.0756620428751577,-0.035792349726776,-0.111979823455233,-0.0894808743169399,-0.0868957545187053,-0.163156788566625,-0.0405212274064733,-0.18504623791509,-0.193505674653216,-0.0272068095838587,-0.154319041614124,-0.0759247583018075,-0.185550651534258,-0.131799075241698,-0.0701450189155107,-0.154981084489281,-0.09275956284153,-0.0726460697772173,-0.0734762505254308,-0.0867276166456494,-0.0707124842370744,-0.0374422026061371,-0.11125472887768
"PIP LAG3",-0.168061542775032,0.155861633897592,0.174492692671643,0.127778361896751,0.139161672449445,0.055304384397014,0.012014159043914,0.140107945186276,0.0237093891283777,0.0883152840570567,0.171198261661935,0.116973329127677,-0.0911786352644307,0.0657344127851961,-0.093351557845302,-0.00282830406897272,-0.0944625521326184,-0.147639575228683,0.132397574738023,-0.173581467073213,0.0357095293169313,-0.198903024568044,0.0770896856271686,0.0534819332001543,-0.0572214628675569,0.0770861809133284,0.0308099393684506,0.150481898153016,0.0783759156064907,0.128468790523254,0.172158553254127,-0.0281919181298847
"PIP NKG2D",-0.211483661504683,-0.215682152617196,-0.24760002802887,-0.199553873823371,-0.193895545745451,-0.243220517132647,-0.182520496110994,-0.208844276271226,-0.245994207366921,-0.251331371312452,-0.202362600144816,-0.242805923434471,-0.141247985424988,-0.213848597388644,-0.266484479013384,-0.121551865087707,-0.304043164459393,-0.255810151122323,-0.233439609464415,-0.353665942587532,-0.196102819237148,-0.163881297736669,-0.248919720645598,-0.22450540723612,-0.254986803073833,-0.227833835517249,-0.224563800714736,-0.215717188704366,-0.239991357765165,-0.222706888094738,-0.260300609627917,-0.306343867516876
"PIP OX40",0.123325453112687,0.190018387181508,0.239033359600735,0.214236931967428,0.194326241134752,0.198686629892304,0.140635671132125,0.253427895981088,0.0980562122406095,0.244602048857368,0.211216180719727,0.192434988179669,0.0843183609141056,0.209508799579722,0.0369057000262674,0.123982138166535,0.200709219858156,0.13438402941949,0.152429734699238,0.131678486997636,0.227239296033622,0.152692408720777,0.117966903073286,0.196086157079065,0.188442343052272,0.151195166798004,0.237431048069346,0.244575781455214,0.2100341476228,0.0665878644602049,0.125925925925926,0.0970055161544523
"PIP PD-1",-0.259588105495429,0.0135546916044972,0.0176351091030086,0.0167594830303667,0.0909425239045918,-0.06810619593009,-0.0824839760428707,-0.041277013064341,-0.0744807537389233,-0.0513992504640818,0.0804700360757942,-0.046705894714721,-0.118787433014605,0.0685790340093166,-0.237522328464852,0.153970088613358,-0.199345031697664,-0.24706665265665,0.131133760638857,-0.232583797415152,0.061363875170747,-0.268064165878603,-0.0264439073937866,-0.0735350775804701,-0.116563342790095,-0.103919302301145,-0.0308920878428076,-0.0147105180203846,-0.0433610031172288,0.153532275577038,0.153829988441736,-0.0391229729256418
"PIP PDGF",0.0285936980015062,0.301998493685741,0.217487257632284,0.273921496505701,0.282197467290211,0.378645368083653,0.0830924982046837,0.126241395617676,0.141348326414797,0.193412502408351,0.182579300439634,0.0533603068677421,0.174837545758674,0.25977790622318,0.150202301508066,0.118333245756923,0.0887324190356086,-0.057809188516981,-0.00738269139824499,-0.0554358677946508,0.315949415865343,0.11032876184471,0.143695374214002,0.277039216716585,0.0367996076576813,0.115259313751248,0.150535091867655,0.131154432242131,0.297698491934213,0.0364668172980925,0.0131802497679225,0.0513985952743768
"PIP SIRP",0.257381915620238,0.425786791362371,0.437345662796196,0.431513686754584,0.436216045815163,0.409853937897336,0.343534913045763,0.419836599590185,0.398610308411706,0.404928282456786,0.437936741449062,0.418956549151474,0.336507644617244,0.400685651237325,0.325868228865654,0.321691273052067,0.339016445121631,0.310841696001681,0.419718383859612,0.331095991173225,0.414254190090895,0.255043871171124,0.385803604266274,0.402458887195923,0.359691062890769,0.328876162454684,0.422516156149845,0.423908474754374,0.414858403824936,0.432236116219198,0.415462617558977,0.359756738296643
"PIP STING",-0.167297382529171,-0.111732270672668,-0.117528167197041,-0.119147960207563,-0.129306308114255,-0.119262635818927,-0.177885763978479,-0.0817732672037308,-0.150354060950087,-0.123524746041302,-0.0896763280869241,-0.101889280697228,-0.156885792647382,-0.130773200309624,-0.219957378897776,-0.127987538583565,-0.152747914337318,-0.203143067381478,-0.0980285351146278,-0.233336200223617,-0.129406649274199,-0.170183385415173,-0.147061915273836,-0.14550423821947,-0.106777328631633,-0.137433942069704,-0.124738396261575,-0.0991657349273243,-0.146230517091444,-0.137357491662127,-0.109113844213182,-0.146330858251388
"PIP TIGIT",-0.02166504016215,0.226589595375723,0.231394039486525,0.237354552961489,0.19805570152391,0.163583815028902,0.0496058854440358,0.253254260190676,0.147766684182869,0.237392087681105,0.252796336611366,0.178402522333158,0.0971098265895953,0.178552661211621,0.0776518279408454,0.14407326777269,0.0168005404999625,-0.000938367990391098,0.174829217025749,0.020674123564297,0.2089257563246,-0.0285263869078898,0.118909991742362,0.159229787553487,0.0474814203137903,0.0498911493131146,0.258111252908941,0.245882441258164,0.208888221604985,0.168718564672322,0.173252758801892,0.0654455371218376
"PIP TIM-3",0.187660904744391,0.315044921977618,0.308937109231335,0.310776020595807,0.307347764409184,0.272408448484212,0.344125991698629,0.259680554825829,0.340618925024957,0.277583670467083,0.327982976934797,0.384017233226501,0.285596069983712,0.374349813481847,0.225883990963064,0.218423264855777,0.157660379341144,0.160720853254873,0.304129669521358,0.100181264120212,0.407384542636474,0.145444753848579,0.367690327326223,0.326354226869122,0.280893710923134,0.304129669521358,0.287119739399989,0.304799558661273,0.265459990542742,0.437122366416224,0.461855724268376,0.173225450533284
"YIM Resistance",-0.128304689911549,0.193524269738941,0.233699453928098,0.226167555319667,0.138752747199873,0.137784888975743,-0.0477581590633353,0.242207723471617,0.0732737147471985,0.229202891952971,0.251127564084058,0.139465594213133,-0.0438611880339412,0.134942013633662,-0.10142339929574,0.0242738102376083,-0.0671771332298484,-0.194883342549268,0.144743104889183,-0.135370980242368,0.170275685994962,-0.152277594322688,0.0496416888922446,0.14466019848681,-0.00483299911689872,-0.00108740629540882,0.215360483699639,0.248651845666771,0.192065635222193,0.0758641697034838,0.122778089910513,-0.00581936323441562
"YIM Response",0.105736664639046,-0.0267758577962016,-0.0564391976629794,-0.0345071004273023,0.0983095651129084,0.0284092189154482,0.17992880798432,-0.0805904131089433,-0.0356373112247579,-0.0996913510712596,-0.00488881879829678,0.016104565150457,0.0930415061466946,-0.0123835056810929,-0.0491547825564543,0.103363597449704,-0.0482461080947124,0.110009687521121,-0.0130894180728592,-0.0485389866402325,0.0103145815967138,0.0984184558541916,0.0540210722358648,0.0794902411366691,0.00150194125907743,0.0661041896651422,-0.0341353699656807,-0.0635734186435968,-0.0443185317022252,0.114316504081525,0.142474147836078,-0.0461171063599702
"Cell-IPIPD1 KEGG BCR",-0.0228136549139124,0.335163680311071,0.438714027989421,0.417354141488449,0.340243112115321,0.33869300965092,0.015176991925455,0.426225631863801,0.216261187886431,0.439896309530065,0.419508521184734,0.312542693500079,0.0980242761809679,0.240169547930569,0.0126197607412467,0.113901879389768,0.0112973569439336,-0.127835286287286,0.316939029303067,-0.0461527682903333,0.300334541887797,-0.0613210025747465,0.17200882770217,0.292829243514967,0.116958296113359,0.0525808768150211,0.424228889706269,0.422398542728531,0.404401590387613,0.174741211707215,0.292838001156009,0.0766819049620795
"Cell-IPIPD1 KEGG CAMs",-0.0962474378514742,0.281326535975193,0.346602196878121,0.337241814263941,0.209775582067588,0.194313344195091,-0.0301624007988647,0.331786408787512,0.152288852683029,0.334855731329164,0.366274241866821,0.266000946024071,0.0124086823986966,0.335050191832659,-0.100147159299942,0.108566773532349,0.0135544226625322,-0.154196667892994,0.198192042886425,-0.104872023965943,0.265186314185105,-0.121690229673622,0.126761969832343,0.231360697955537,0.0723130288537341,0.117475166868135,0.363099805539497,0.385242024491512,0.269611604561938,0.217590792032375,0.248483733641667,0.0720870342145372
"Cell-IPIPD1 KEGG Chemokine",-0.118525917358848,0.298843444432762,0.302467318543441,0.325191883082746,0.239655837100901,0.206333017909088,0.0101917078470543,0.302526898678723,0.130287737006273,0.289745207303824,0.329334454841762,0.213812077243893,0.0296288508043319,0.192545473662076,-0.0702099323590229,0.122289980023131,-0.029026040023832,-0.182161006553815,0.208435846213157,-0.149041460764729,0.234248063645603,-0.15275295272141,0.120442995829391,0.19267164336032,0.0430834472365331,0.0615147373216977,0.269855956261171,0.325847264570848,0.261164265937686,0.174773069778853,0.234132408088879,0.0281849087022045
"Cell-IPIPD1 KEGG CRI",-0.0903520764262112,0.196384588561529,0.219883102434812,0.227045292271588,0.134697876250201,0.122742443446928,-0.0167126987729077,0.218031670827083,0.0884259233634617,0.21526420953003,0.25339982620343,0.139831516956235,-0.0233241638115692,0.148388507286726,-0.0998942829784525,0.0684503877213277,-0.0409003105091575,-0.206397263534269,0.155445533594213,-0.154346851459282,0.174009663974849,-0.105116482445993,0.0781475721062042,0.121582877163463,0.0171333528900599,0.0319475732131886,0.195327418346054,0.239194447365654,0.177474525518761,0.0858909288153605,0.144688411532565,0.00110975198011853
"Cell-IPIPD1 KEGG JAKSTAT",0.0297104115204708,0.284921427445209,0.33539706732538,0.31136280023125,0.261990855100646,0.24475744993956,0.0708624586114468,0.329027171913596,0.197014768486887,0.32498554685447,0.319204288642455,0.230598623009408,0.115388658222526,0.267162453355758,0.0451516266358333,0.160345824354864,0.0818468492142744,0.00117201871025385,0.235412834393231,-0.00901350712145899,0.273616439796079,0.0336837126189099,0.174578230934987,0.255058600935513,0.129699900141904,0.116828717086246,0.330787827823619,0.322031849477059,0.299516476585904,0.180086193304252,0.246980606506543,0.114079991590897
"Cell-IPIPD1 KEGG NK cytotoxicity",-0.116265376931974,0.28383275505555,0.322072687765044,0.334167455227281,0.248540286685592,0.198443907054989,-0.00580380611923037,0.346679283636491,0.12378649283286,0.317134545964322,0.365804507061998,0.210437037815862,-0.00434934987558266,0.19603266393299,-0.0700136683839764,0.0925454736620754,-0.0325763151438685,-0.136655802053762,0.248340517996706,-0.0859601163564995,0.251179336207199,-0.138520309816703,0.124445379034802,0.191490554796201,0.0458136193179827,0.0399151859250692,0.301110994287316,0.332891739389479,0.271667893316511,0.197967265972733,0.210776995058353,0.020853047348684
"Cell-IPIPD1 KEGG TCR",-0.161134177747412,0.336805592053398,0.388495296158091,0.385310348452199,0.275135333999054,0.215199453408314,-0.0427287538760708,0.428937825195775,0.173889735638829,0.39766647395806,0.419824459977926,0.273369422399748,-0.0308298733378883,0.274988174699112,-0.067982340884007,0.106191201976139,-0.0357281757502496,-0.224370631208283,0.26754086298418,-0.111178851106323,0.301760655910023,-0.198533662689862,0.153266410889788,0.2551269248962,0.0604456824512535,0.0809796604824723,0.395537919798182,0.412613654280759,0.344536710989646,0.215793346297367,0.235549482314605,0.0643559152782888
"Cell-IPIPD1 R",-0.08589148882784,0.262091860697029,0.280781826019263,0.293399643571746,0.205932535980596,0.188405144404913,0.0223700548796573,0.290712277473606,0.147318745938712,0.270357264638328,0.335303124859262,0.205494399444126,0.0307088032631843,0.232082403124216,-0.0470781246984193,0.116187890446565,0.00769987968937991,-0.153623794481152,0.255597660698316,-0.0897478623955324,0.265041722693671,-0.114940391556382,0.158481255348032,0.198270615256931,0.0871801635452387,0.103285058965071,0.272827814271284,0.315759404494599,0.234894583448604,0.201562107945005,0.241613963752405,0.0627686883568914
"Cell-PD1 KEGG Chemokine Up",-0.126621806329513,0.126656853467914,0.123688360845337,0.142782041846283,0.143353310202222,0.121448848701504,0.011008306171801,0.135450180492763,0.0691935653453896,0.0869694739424526,0.153120947674622,0.0914449935162794,-0.0167630462972698,0.0978235727052885,-0.123972242666386,0.0661900255844111,-0.0668348929309922,-0.227021343707286,0.165566186520871,-0.184726457084779,0.144741176882908,-0.18567272982161,0.0828864823187186,0.0585287211299198,0.011309711562051,0.0405109872778888,0.117758385027863,0.153078891108541,0.0920057477306978,0.141891844530894,0.130841481793012,-0.00704447481863107
"Cell-PD1 KEGG CRI Up",-0.189500557921611,0.051244077559867,0.0545244229454755,0.0640003271582219,0.0559586612218191,0.0385316437948017,-0.0738501264817054,0.0685893054314107,0.0077407972144814,0.0129169076537498,0.0971163339584392,0.0254102622523675,-0.081909318751424,0.0317956896904266,-0.189039031144294,0.00905235115761427,-0.137383084751506,-0.295625427204375,0.133016106700317,-0.262813210181631,0.109802478223531,-0.247097931308458,0.0607316659948238,-0.00791313949208688,-0.0720565983723878,-0.0449053870106501,0.0392326971274339,0.0737917053706528,0.00889461415777204,0.0881632986896145,0.0759211548685234,-0.0803231855863435
"Cell-PD1 KEGG JAKSTAT Up",-0.0765483071841453,0.228991817431124,0.274528939268824,0.245477066286315,0.193896854590496,0.158381502890173,0.0867652578635237,0.311545679753772,0.141933788754598,0.242001351249906,0.324787928834172,0.221214623526762,0.0196982208542902,0.226574581487876,-0.0198483597327528,0.128571428571429,0.0294947826739734,0.0132497560243224,0.246340364837475,-0.0912769311613242,0.263628856692441,-0.115922228060956,0.172734779671196,0.167479918925006,0.109120936866602,0.118917498686285,0.262127467907815,0.28200585541626,0.162795585916973,0.23941896254035,0.239584115306659,0.0566999474513925
"Cell-PD1 KEGG NK cytotoxicity Up",-0.173761365745036,0.149223727345828,0.162355415352261,0.180274633512711,0.0729356095750603,0.0603575184016825,-0.0359621451104101,0.206108121482031,0.0368281066369766,0.148676315952248,0.238822910867817,0.107759633821983,-0.0746891816663574,0.107765819261458,-0.127067483144677,0.0160759571967588,-0.0916403785488959,-0.178551988618791,0.141179563307973,-0.167572833549824,0.155978227253046,-0.194058885383807,0.0746180491123895,0.0800674212902827,-0.0217572833549823,0.0074905672047999,0.151991711511103,0.183299313416218,0.0741201212346138,0.130457103977238,0.128258180243706,-0.0315179068472815
