"","39330_S0","39330_S3","48234_S0","48234_S3","49407_S0","49407_S3","49461_S0","49461_S3","49523_S0","49523_S3","49782_S0","49782_S3","50262_S3","50861_S0","50861_S3","51684_S0","51684_S3","51686_S0","52441_S0","52558_S0","52558_S3","52898_S0","52898_S3","53191_S0","53191_S3","53620_S0","53620_S3","53950_S0","54949_S0","54949_S3","54952_S0","54953_S3","55472_S0","55472_S3"
"MHC-I HLA",0.0779217754257817,0.148604330488577,0.156486415980323,0.182210338016621,0.0649480117765439,0.299193157678977,0.273888495509261,0.271126038832781,0.220148697499348,0.279972422017665,0.253097864569746,0.274247195617337,0.238442403011218,0.240170685350129,0.272453695076957,0.213435881191071,0.236825923303395,0.197541273804644,0.1988223456192,0.168356128647561,0.101763686505422,0.186109454775836,0.220577274251854,0.201892259531174,0.250270189691797,0.212746431632691,0.211241754555957,0.170340625349383,0.14633101032311,0.207337979353781,0.0647616740580629,0.260761003242276,0.222715499571423,0.221508962844259
"MHC-II HLA",0.111347501462307,0.0280877613515156,0.0204264201580439,0.0201597641958459,0.0682295191017421,0.289247170006079,0.145092383388194,0.298104162126825,-0.0278039017788533,0.278666949570483,0.0993250450161141,0.19276932252182,0.119278365886387,0.280817400878531,0.317188700668647,0.218021355415123,0.218571870949983,0.0265078964572031,0.155474762303449,0.141413678017226,0.0928851601656134,0.0546071268823617,0.185368902753725,0.14672672638231,0.292564599557294,0.07823055131837,0.189583787317498,-0.00092326042825519,0.183912330401073,0.154666192611623,-0.0833887671892741,0.283604385773761,0.233260887018156,0.20584119920634
"F-TBRS",0.187891440501044,0.278964404133261,0.274534657286714,0.235897177242504,0.215967702321012,0.247247855300784,0.265131313485728,0.228092489605446,0.158604673602217,0.201292521183839,0.187591007175313,0.20721127699514,0.266221206645498,0.221439097559692,0.202981088051087,0.228993789582639,0.267247504429747,0.17188294942194,0.357458641076472,0.325220171575937,0.331366993561517,0.179670093507131,0.235925685514289,0.285374379396853,0.215682619603165,0.234013438360731,0.23469544393958,0.227897317590919,0.268756249890353,0.284321766284802,0.180038508096349,0.288179154751671,0.186617340046666,0.207557762144524
"MCP-B lineage",0.244492479957596,-0.00694030345193136,0.0111144239051216,-0.0668894520638706,-0.049571821374147,0.144818790167627,0.249631451666335,0.369380673159743,-0.0877434903597695,0.332331213145167,0.379484694891672,0.394905751010402,0.275235208374743,0.240782150665872,0.154372059895316,0.352398462863579,0.36078811369509,0.141071191943285,0.121227555820579,0.157548201152852,0.21541443053071,0.276531339031339,0.331867421983701,0.20793993904459,0.404401046842907,0.254853243225336,0.374138673557278,-0.02957910952097,0.280005631749818,0.24131633870006,-0.179520307427284,0.240007785065925,0.416120055654939,0.391075332935798
"MCP-CTLs",0.134620401774067,0.126950169579964,-0.0965226789907196,-0.0544407588237487,-0.129883343893258,0.157552830680929,0.232309641832209,0.121165815660989,-0.0701911967500279,0.209604561887369,0.129544183966308,0.130036152211994,0.0332786701949238,0.0873690879952295,0.159308262830308,0.145264805635273,0.146587902053595,0.117856211099102,-0.0957511833327122,0.142201185196228,0.116138049271365,0.0862696135067645,0.243617457418657,0.0735082553762438,0.124986023629384,0.04007304983042,0.116775371771458,0.120752115090753,0.0410756214826135,0.0877455182438224,-0.131303343147851,0.116193954753829,0.0727106704930863,0.133789273601431
"MCP-Ecs",0.0768664602837144,0.106772096030236,0.0860902863252645,0.0813210995486927,0.0936642920194448,0.0776907488220009,0.174848631780488,0.0727176656347519,0.0302997525891114,0.0270349234766825,0.139983588825482,0.0885494759613592,0.141705518879067,0.0612758444916888,0.0341252968309027,0.160937674834956,0.184247759004389,0.0420101202242861,0.230678950182139,0.150923128566633,0.205380876008603,0.0880098964355426,0.066876779431328,0.169791006179056,0.111650690636928,0.102194372956374,0.147481755001057,0.092550321385501,0.140291919983091,0.0996481543645021,0.0769684084890531,0.130309698755486,0.100636554647968,0.153847301480735
"MCP-Monocytic lineage",0.0803245349716245,0.197297671397694,0.118910976479732,0.0816767640200599,0.105697462707226,0.371873635792545,0.230400664402304,0.322091376611761,0.098356030196233,0.338089204527305,0.168725178078983,0.284016013799125,0.163241729575485,0.190573792310395,0.238061521097967,0.218762976607502,0.204718959954855,0.0256497620289824,0.292896006132944,0.281646951096157,0.313855556383692,0.154670513953513,0.293124926798624,0.144821601592862,0.209978811529083,0.143469372544426,0.235192027172351,0.122712124277303,0.182918259351143,0.18743811156422,-0.0426271574441806,0.342635675422438,0.233754618341337,0.205852915810432
"MCP-Neutrophils",0.0605173891974503,0.0495609433992407,0.0421989573404193,0.0334764017061703,0.00774805766045938,0.0246260430589651,0.0381438742418352,0.0354972868485375,0.0411712081112312,0.0212871893454889,0.0157277582819014,0.0244875897949294,0.0104132829931466,0.0345414268141372,0.0404363407867341,0.071859906597298,0.0798955210369084,-0.0384900074019245,0.151449232915666,0.0442304927338663,0.0784817002060824,0.025467412894259,0.0557354264626789,0.136139496988641,0.0784683873922328,0.0326696451868852,0.0742056243975951,0.0574794050769747,0.0420312158859145,-0.00795041243097305,-0.00212738765316395,0.0969598858293084,0.0612575816474874,0.125776802688123
"MCP-NK",-0.339487905780627,-0.34930490850136,-0.412232119563192,-0.375278595654281,-0.368305318474898,-0.278681376020275,-0.242260817710857,-0.326428385076963,-0.36840222131117,-0.276400432335731,-0.309134955834669,-0.280425627073162,-0.35372889568037,-0.293772129253475,-0.259893406880101,-0.248988110767396,-0.257359025008386,-0.2859528157728,-0.304509708918788,-0.307032909694011,-0.316693377063844,-0.358831202713279,-0.294431813946554,-0.323890276173083,-0.262092355857031,-0.365025530170325,-0.293500055905482,-0.353710260519548,-0.33975997912862,-0.371689463680072,-0.400283254444486,-0.287100741679401,-0.30609369758861,-0.268476761954456
"MCP-T cells",0.116332712022367,0.04262348555452,-0.116185927306617,-0.120913327120224,-0.108257222739981,0.215242311276794,0.242017707362535,0.260235321528425,-0.0699021435228332,0.294005125815471,0.253469245107176,0.28440587138863,0.120107176141659,0.14307082945014,0.20064072693383,0.276633271202237,0.269534016775396,-0.0442194780987885,0.0648671947809879,0.163306150978565,0.156868592730662,0.181220876048462,0.302336905871389,0.071791705498602,0.299347623485555,0.0737884436160299,0.283895619757689,-0.00879310344827589,0.101025163094129,0.106036812674744,-0.176519105312209,0.217094594594595,0.263730195712954,0.275048928238583
"PIP 4-1BB",0.0682961362196803,0.0951227691046611,0.117664592570513,0.0640672156190618,0.0179775699541712,0.182011252282127,0.215954394724095,0.192406572525057,0.0699169119564812,0.283058236148888,0.299321882335407,0.220146056112374,0.195331420693767,0.23292596594508,0.242985953276948,0.160121465032229,0.156712247103096,0.183669287231268,0.0822124520287641,0.282164015052722,0.173311226200678,0.328048735049741,0.18253288125489,0.0715935765117925,0.196840418793547,0.0834047468236522,0.211949029397519,0.124818361339841,0.200417303178211,0.199839785386937,-0.0133760572301502,0.197063974067588,0.250046574015425,0.159115466299042
"PIP Beti",0.162520494857654,0.162155313757639,0.212282009241318,0.159621404084066,0.174660903264272,0.18870919660158,0.234088537785065,0.190430764644507,0.19060962885676,0.243136085854822,0.22141153674169,0.223982709792816,0.170889849455955,0.185221344462662,0.248181547175436,0.24398569086302,0.253323893277687,0.173520643911164,0.165128931286332,0.159010284692205,0.157229095245193,0.235944253987181,0.259263675659562,0.154643016843047,0.245222834997764,0.127038306752124,0.21275898047399,0.184505887613653,0.171046355641675,0.195133402891638,0.181949619913549,0.174698166641824,0.249284543150991,0.265240721418989
"PIP BTLA",-0.0153705704810523,-0.142946305473786,-0.155252077355889,-0.0564519134031374,-0.0416961657413273,0.162098967842903,0.1434959198122,0.191256474270597,-0.00224503483995975,0.181493833140813,0.115176808138018,0.18768863881954,0.0381562767820546,0.0555855721578418,0.0500242202928792,0.150575697730745,0.16192197339494,-0.0213883817118158,-0.0154171479673585,0.0510396094943548,0.0391809814807914,0.0650035398889592,0.134292208518091,0.0175597123374446,0.155121660394232,-0.0100700525394046,0.135577747140142,-0.0715057569773074,-0.00846778701047063,-0.0141129783507843,-0.129373625964154,0.115800946454522,0.16941163319298,0.218252785333681
"PIP CCL2",0.365948779094319,0.344362471123035,0.215788558511563,0.183036490548228,0.122649477109571,0.393546463968999,0.46000695531212,0.446704920883325,0.0900961323496535,0.436706659711354,0.411307350274487,0.428633529572497,0.375412971657103,0.372382442804978,0.362731947238989,0.467906202647987,0.449375263929255,0.139205603994336,0.420808803437911,0.431353553419281,0.398775368258936,0.393149017562163,0.466130114017438,0.378803686315423,0.437762376729513,0.336724047991654,0.465310380803339,0.210497553220558,0.279951312815163,0.267220607596194,0.0249149216285366,0.444966092853417,0.449387684129468,0.425044091710758
"PIP CCR8",-0.0383628445788392,-0.0215078951010977,-0.0859357531489901,-0.150464762188695,-0.0284127812263759,0.11661112235011,0.0930376175214813,0.120806226642106,-0.230320808356137,0.13455743779214,0.0870643852681566,0.108944941918036,0.0024595662219572,-0.0628786507522439,0.0186330774390698,0.0130697728894047,0.0259159488495405,-0.213795930535887,-0.0944590551432617,0.153957133274417,0.0836465464921901,-0.0189737965693842,0.18835379422694,-0.0847911498205901,-0.0504903161234681,-0.0307232828288205,0.137985924040929,-0.0269221350312503,-0.0217953768673005,0.140961892694769,-0.207391475633258,0.130900030877671,0.0335768055452038,-0.00300258733589587
"PIP CD244",0.0753567569581579,0.0142330191139759,-0.0678676552777674,-0.0715004284809419,-0.0488468273780692,0.302190841685607,0.199858414993107,0.266068035321733,-0.0565408547263311,0.280617757740601,0.202336152613734,0.244290025708856,0.100357688438466,0.117012556354559,0.169603934572823,0.247252133089906,0.231659152725511,-0.0476545325831812,0.0697678751071202,0.140355452885726,0.157941801110325,0.159394910391594,0.280729535377622,0.0843175975259883,0.207366146279668,0.0595588509258914,0.229349081560416,0.0303476284511346,0.0374455084019524,0.0349305115689854,-0.0842244494951377,0.242725138790566,0.227802824248295,0.238123626066545
"PIP CD27",0.1082566414546,0.0787659748872909,0.0593539252580201,-0.0595774805320616,-0.253847013674131,0.234174149558478,0.225269197809158,0.233782927828906,-0.0300681843585827,0.293136853086926,0.274693542978501,0.234006483102947,0.173087670926637,0.180818957487239,0.229554007228287,0.230075636201051,0.225790826781922,0.0584410745556839,0.0596892581690823,0.260851745594098,0.190916204031447,0.21513469205261,0.302265360110287,0.146745407802079,0.243880174373114,0.127985394388763,0.213178583404747,0.0326576996162301,0.143056745780394,0.110175490890123,-0.14695033346995,0.251872275420098,0.259156451432617,0.239725772197176
"PIP CD40",0.205298259994784,0.142814560900183,0.0432020567085212,0.0416371697902307,-0.0153880546965237,0.225958493237453,0.252319385968181,0.364898096054249,-0.0497783076865755,0.330675509519729,0.319367338574463,0.378963448712694,0.223890606952569,0.173497522262379,0.174596669026417,0.380472446812474,0.343418160140095,0.00141585006892953,0.151197883676739,0.18843846641082,0.183129028652334,0.178676552777674,0.340344275122024,0.18398599053616,0.384161108834159,0.130686687283431,0.385204366779686,0.121874883564961,0.160680353217333,0.156898543164797,-0.00910987741719138,0.260143820559633,0.379298781623757,0.37242445694698
"PIP CSFR1",0.144150810805055,0.218912041227015,0.0674357691201993,-0.0462739168858272,-0.0471895995485471,0.171759707833346,0.187171924743662,0.22900584546258,-0.0886348875094496,0.226349300993409,0.102322213822549,0.186421277909688,0.0880705714498664,0.151838286182775,0.127109530552923,0.145210234350877,0.233365985583322,-0.0640977863904003,0.252137480169082,0.160915256763807,0.168277984220445,0.00824646770089121,0.255874743129718,0.0872294210969027,0.20959550250748,0.074521662283457,0.267469841033231,0.0446448535440114,0.173378123702339,0.157960583055612,-0.103110126811401,0.238450153855982,0.199235511451357,0.0974722899519799
"PIP CTLA-4",0.0330606997801542,0.0719063233595409,0.00797406565562475,-0.00902671684614526,-0.0101538920147557,0.237461340686366,0.197674851883594,0.234536274546335,-0.0533498528151433,0.32115176808138,0.176211946193688,0.21457316391549,0.111180459812945,0.111907068599322,0.220618921638037,0.19937027238514,0.171190893169877,-0.0419942616536871,0.0897361851175615,0.198401460669971,0.179723888661177,0.140645377650259,0.310196743302158,0.05085329954913,0.229533852517047,0.0581287029101614,0.198932444013861,0.0373365130230652,0.107538100383799,0.156789134403994,-0.109587509781272,0.248416365465589,0.225770391623505,0.202239445541603
"PIP CXCL8/IL8",0.200561393049656,0.155662369277393,0.154196785652185,0.130784708249497,-0.0917976997789204,0.132920982686241,0.0555928161561965,0.138137466775964,0.0020244926348213,0.0524877661027896,0.0642000149042402,0.0389249074695084,-0.0238592046103783,0.112626375537174,0.161723426981643,0.0301314057182601,-0.00231015723973471,0.050376332066473,0.318677497081253,0.121544079290558,0.156718086295551,-0.0681993193730283,0.081277790197978,0.16903892490747,0.039372034677199,0.0805325781851604,0.104242740392975,0.126785403780709,0.0997093673150011,0.079278137963584,0.0255359316392181,0.202262960478923,0.0756017587003502,0.112825098740592
"PIP GITR",-0.205801259361377,0.00350236595998366,-0.0716308357241328,-0.261727337084094,-0.050001862960617,0.0435373896195834,0.178955996870226,0.0632661425537464,-0.12168858750326,0.110082342859272,0.0771638287566601,-0.00666939900890495,0.0329185141026118,-0.16317672044413,0.0376690636759939,0.00502999366593393,0.0677745072469168,-0.0984388390029435,-0.0274227802824248,0.190599500726555,0.0500763813852975,0.0424568724617161,0.111069711986289,-0.0253362643913708,0.0795297887402661,-0.00702336152613736,0.0416557993964007,-0.0871492976638474,-0.226536011028727,0.0288200007451842,-0.0721338350907262,0.0810574164462163,0.0563172994522896,0.0133015388054697
"PIP HDACi class I",0.271031450290654,0.252012222387837,0.268870174392607,0.276114174988821,0.283395438962588,0.247130719928454,0.234505887613653,0.260448651065733,0.269615441943658,0.254359815173647,0.245483678640632,0.252116559844984,0.247115814577433,0.273468475182591,0.253584736920554,0.241369801758831,0.24179460426293,0.239819645252646,0.243471456252795,0.240162468326129,0.233074973915636,0.256930988224773,0.258011626173796,0.229825607393054,0.261715605902519,0.214845729616932,0.24678044417946,0.279594574452228,0.232493665225816,0.23108510955433,0.272179162319273,0.250633477418393,0.254643016843047,0.24647488448353
"PIP ICOS",0.0171578672826856,-0.0386750624091807,-0.0242743768396736,-0.0880248891538433,-0.0286150750773129,0.177856850106189,0.131469130742576,0.147062111106971,-0.0390476545325832,0.233354446886993,0.131338723499385,0.137821826446589,0.0125749841648347,0.078784604493461,0.105592607772272,0.101009724654421,0.0758411267185811,-0.0464622377882932,0.0368493610045084,0.0589813331346175,0.0313908863966615,0.0548083013525094,0.155128730578636,0.0095942471776147,0.207869145646261,0.0749469056224151,0.188512984835501,0.0766794589962368,0.0743693878311412,0.113491560788405,-0.0582734081001527,0.174782965088118,0.205633592905846,0.140225045642535
"PIP IDO",0.0176851989864362,-0.0210165449396333,0.0379937397525711,-0.0711283350722909,-0.133544492472798,-0.0133626471903414,0.00272767923684603,0.0147786555373379,-0.0736846027723953,0.0849754061708153,0.00824265911462219,0.00769861380235504,0.0606722313310478,0.0208525860784021,0.0557460128186019,0.0418542256670145,0.053122671038903,-0.0483007899836042,0.0451557609181696,0.022507080041735,0.0309584140706514,0.00327917722462368,0.0866448054851692,-0.0170293635415114,0.0482337159040095,-0.0317931137278283,0.0875838425994933,-0.0433000447160531,-0.0400134148159189,0.00493367118795651,-0.0318154717543598,0.00105082724698169,0.0441943657773141,0.0475778804590847
"PIP LAG3",0.129416735008325,0.0999254454633565,0.0616367205944481,0.0605631352667809,0.0773229951042521,0.299711722458312,0.161167027013594,0.277979075026715,0.0226173612664331,0.299776336390069,0.137592882526902,0.191639951291036,0.153366137329456,0.286060786798877,0.319505951937175,0.210387932105669,0.2076343845523,0.0612366112477944,0.167136360247521,0.155684783419071,0.13639255448694,0.101878774323418,0.200797733542086,0.15893536121673,0.273965555804071,0.100400109346654,0.199898108799921,0.0569000223663609,0.206009095653471,0.209647357041676,-0.0478242501056189,0.277795173836328,0.247642834066453,0.218278287233778
"PIP NKG2D",-0.0212432915921288,0.0220839130722852,-0.086708242231498,-0.0269412972901345,-0.171639998674882,-0.0740161001788909,-0.0672994103226661,-0.133335817928841,-0.154885542966938,-0.121620950109322,-0.119480056980057,-0.113976677930166,-0.0646160471741867,-0.126399655469423,-0.0976735904061485,-0.0988454912873518,-0.113624693566554,-0.203082554826741,-0.126159477903664,-0.0913502948386669,-0.0942365666202875,-0.16198734512688,-0.0213799443450606,-0.0918679189028026,-0.0862113231299278,-0.125666699794607,-0.121177863910422,-0.12644934737958,0.00969820446564629,0.00830683098124962,-0.129886371165441,-0.035728483402902,-0.115736599748228,-0.0930605247465713
"PIP OX40",0.0997429114348523,0.143019486568054,0.141119266738701,0.113268005514363,0.229460859197437,0.125880248891538,0.247680614031819,0.183632028018928,0.0536532657699617,0.227933231491486,0.215768098662394,0.191549610641231,0.156227877342673,0.143820559633369,0.139181787697008,0.243395804612691,0.225101531353627,0.145553113007191,0.190990722456127,0.23292596594508,0.175416371697902,0.193170386378032,0.215227840083461,0.128898245091099,0.184321323447222,0.19136331457953,0.202652855918626,0.131711315622788,0.132270203807891,0.122806363873468,0.1646298297254,0.173870114385782,0.21213532545922,0.205000186296062
"PIP PD-1",-0.0807685619892192,0.102764736567553,-0.195866557368905,-0.182328539136051,-0.210336090617781,0.114079538962168,0.0417318727177882,0.094679186228482,-0.144844374891323,0.223389721042303,0.00151526442606253,0.0697394241995181,-0.0256477134411407,0.0333233971731625,0.123630672926448,0.028404997888566,0.0321310579526543,-0.201120302059269,0.00848299674590747,0.0553195717514966,0.0524380853019351,-0.0142583898452443,0.171709267953399,-0.00312989045383411,0.0256352932409271,-0.122314131703803,-0.0773157463298308,-0.201505328265892,-0.0428496907370147,-0.0154134684651117,-0.250888044315274,0.0780857987430758,0.0549469657450878,0.0323049407556449
"PIP PDGF",0.23433948201975,0.236128190795603,0.223377429973294,0.209198186448047,0.149363393578039,0.229109993168126,0.218967765977269,0.194255015216446,-0.000167691447736151,0.120837215079809,0.124868020619837,0.166045587230607,0.172125954909633,0.15186634370536,0.161194956834979,0.157046146202099,0.225464256878455,0.128041736538103,0.290304950003105,0.253263772436495,0.28246692752003,0.111868828023104,0.168430532265077,0.221278181479411,0.134494751878765,0.232134650021738,0.190162101732812,0.142338985156201,0.248742314141979,0.231060182597354,0.183945096577852,0.244630768275262,0.0964784795975405,0.178498229923607
"PIP SIRP",0.350700525394046,0.372163431083951,0.330383425867273,0.329498453627455,0.360938256884152,0.412005812870291,0.388614599247308,0.400445280769087,0.331100719156389,0.416393412080337,0.407767261616425,0.404851510973656,0.384310839512613,0.390747848120133,0.40181465886649,0.384236315534523,0.384199053545478,0.297173678130939,0.365642583001081,0.3966445578865,0.39994224391698,0.380267913701233,0.404907403957223,0.367170324551925,0.384171107053695,0.375917576480232,0.396281253493311,0.344533666207102,0.392135857212058,0.375926891977494,0.234415173081939,0.40578306069978,0.389434363006297,0.382624734508328
"PIP STING",-0.132511096804798,-0.0572798427811473,-0.145278351912716,-0.115061159489039,-0.177315081489513,-0.00651238437298812,-0.0678141835801173,-0.06890522820452,-0.0719106834276421,0.0368041202182089,-0.080347643411378,-0.0485616507979534,-0.0953376478162166,-0.0840341544404161,-0.00625487073493036,-0.0471995391861214,-0.0903195202114323,-0.13493714634229,-0.0692643919628638,-0.07888388167926,-0.0693321587097211,-0.101663673635347,0.0858841866296208,-0.0565073018669739,-0.0134178158777488,-0.11273337173449,-0.082092637142954,-0.13778673804764,-0.0947616304679294,-0.154931725002541,-0.145664622369803,-0.0364652864839223,0.00288686341612177,-0.0837258157422153
"PIP TIGIT",0.151188790340613,0.145023903576486,0.106474728223256,0.0779661197414794,0.0541690179835816,0.220503838413952,0.229634046359097,0.205618671408341,0.0721632470533119,0.240356051491179,0.201157380295787,0.19979982751094,0.150113395585558,0.179362003428486,0.220179090492872,0.234979077715904,0.234212459672697,0.0727701530041844,0.171152801882473,0.206715361109041,0.189274800626071,0.229735197350909,0.223282828820579,0.154292528668321,0.213540391188152,0.134275279762348,0.218070890874051,0.139769375738668,0.155170945176162,0.153664327771803,0.0494308925776467,0.223974914554031,0.216686719407149,0.207263705959391
"PIP TIM-3",0.148386555874353,0.196156425830011,0.201419681782614,0.218271416328204,0.112158587025375,0.279306554383873,0.216957931214368,0.267969594216939,0.193864813503745,0.300881246040914,0.228471885829266,0.24932928419719,0.218737191191266,0.27022394455416,0.348166710138987,0.198466669150799,0.219864366359876,0.216100905466334,0.193259306181764,0.252030778402951,0.252841226664679,0.220954279539442,0.306116555501733,0.23996720944964,0.26160710958751,0.292655661959235,0.275580355479376,0.237386816708276,0.254285128740172,0.268658941014271,0.121427506800313,0.253111376085255,0.230558557215784,0.223357677832843
"YIM Resistance",0.155271295567958,0.118586201945287,0.042555239248688,0.0131639322770348,-0.0206166527241929,0.246873608353831,0.244279683942848,0.280361817599148,-0.0569022008298893,0.291918203460231,0.240980832220016,0.278273307862307,0.180213236610023,0.185791006480129,0.228572290686011,0.274595720284843,0.277215396652974,0.0322573177177627,0.172741007104419,0.216024584535091,0.221295672006426,0.170479256928577,0.285062980443079,0.177257484195061,0.290250829265044,0.129100804085353,0.275893462852672,0.0481894553278979,0.169520191615371,0.17575450633238,-0.0894459115256396,0.260547117237476,0.278751149733844,0.280483033882292
"YIM Response",0.314339498053667,0.340291497372051,0.246231142399182,0.269105219155542,0.11717938750406,0.140809632087076,0.154646970802337,0.0969865114570077,0.140623252693182,0.113880472232133,0.105695754277407,0.0599023371975994,0.306208031354339,0.187210113478425,0.189284249876191,0.0943266112498602,0.118452092508081,0.209690130944837,0.245048964529339,0.223458243028079,0.166556614072177,0.138826022823488,0.0473536788629793,0.17322633381082,0.0816767755299831,0.138887261767196,0.214988630856973,0.256868080665002,0.274592761024341,0.26658377221243,0.205166436798748,0.148682830197722,0.158630164706133,0.0855934053645315
"Cell-IPIPD1 KEGG BCR",0.236090926029439,0.188193279920502,0.113359418669648,0.0486864169927334,0.0343705359915534,0.314160611142165,0.306415750574499,0.349214334513384,0.0139556549282653,0.35923234581703,0.324104092913484,0.345699024905285,0.241972548288926,0.23890441587479,0.259865846841811,0.338239860878206,0.312086205825725,0.100534128315012,0.230103720265822,0.277771566983417,0.265877895782871,0.256928141109248,0.365387243028383,0.239898142972486,0.376100863300416,0.232289919880753,0.348462828395752,0.0654182970001863,0.232861312961928,0.216651139680765,-0.0459909322402335,0.330575740637227,0.376839947829327,0.352512266318862
"Cell-IPIPD1 KEGG CAMs",0.198181208303828,0.193526145130632,0.067120122246655,0.0469606052700234,-0.0394282732659983,0.307461518392904,0.317252431888487,0.33643919347024,0.0210763668890462,0.342197458164064,0.297979948566956,0.347523387126831,0.225027020983191,0.227088069770042,0.288133129588908,0.341068167418285,0.343282024523872,0.047109686556595,0.159077186836122,0.246617718310909,0.245037456673251,0.247836457828631,0.372002534381872,0.196026983712869,0.34378517386605,0.180936230479669,0.356539077932242,0.0277179382058067,0.163277552085275,0.175010249338452,-0.0978793186985204,0.319604189184153,0.337624389698483,0.335671424844396
"Cell-IPIPD1 KEGG Chemokine",0.138005417629663,0.157991003752578,0.0439250478391611,0.0148189567335172,-0.0510947091130495,0.288190561395661,0.267834687740749,0.311093715052561,-0.0189567335172345,0.345609980367305,0.256671388453987,0.294184746141803,0.191813911876538,0.193809488307364,0.259892144436989,0.294853251820373,0.300424960858868,0.00368299411019157,0.164479733591789,0.241867342627799,0.220298715176819,0.208852108650811,0.334908919207734,0.178950769154303,0.321710281070603,0.139966201943388,0.310596684808271,0.0528094634558512,0.144802306220334,0.145093068913243,-0.150150351648898,0.300693357190785,0.305912174755834,0.312691667287955
"Cell-IPIPD1 KEGG CRI",0.110747658049755,0.136249112080029,0.00466427794936597,-0.0146756982681145,-0.0588656601611403,0.23893975487522,0.250138338912676,0.250420903500269,-0.0211040426358566,0.304940170873085,0.211676196680651,0.238988811227233,0.173280771087364,0.180013264837584,0.233806498200613,0.254555372847898,0.261191716148174,0.0148954707251313,0.136150999376003,0.222713875883505,0.194376964706898,0.191594488420739,0.294754109941172,0.146529361207807,0.258197316421319,0.114313073714037,0.248030878030211,0.0410601666346165,0.123727968792311,0.12925367628302,-0.125711807667704,0.245996020548725,0.252120215533988,0.25904893469226
"Cell-IPIPD1 KEGG JAKSTAT",0.230695836905072,0.217938205806716,0.1418284819798,0.11938429428646,0.113193693861578,0.30342514255898,0.306212962617867,0.297659423800827,0.103182885468302,0.321337259140546,0.28859528157728,0.296086616227498,0.234583131452424,0.238213260780441,0.277611717789124,0.30777086206254,0.310141254519027,0.110797212179941,0.252204539525176,0.294390816592747,0.27130557936715,0.254157504379263,0.332440087957959,0.222883977488726,0.313637210689128,0.220979464052775,0.301483358801386,0.136323655473147,0.224989750661548,0.229931795311394,0.0759308262830308,0.296112705452648,0.30842309269129,0.318515895792181
"Cell-IPIPD1 KEGG NK cytotoxicity",0.114346778001441,0.133815452670295,0.00634459106836649,-0.0132582817664454,-0.0209075772260742,0.283836576455677,0.268105569223887,0.262516464126842,-0.0127960436392555,0.313017222097965,0.229362061681453,0.291933199135167,0.142071125027958,0.169728372971495,0.22346728298417,0.28202738636646,0.278545689505206,0.0276895549094162,0.115962126295385,0.195735480503989,0.192740873282139,0.176318994010786,0.324528442555729,0.158505430055419,0.270603146201446,0.107917691791546,0.269395362707821,0.0269266134844306,0.132617609781555,0.113906906235244,-0.0590447078704739,0.267789955018763,0.284803300280822,0.300258455727031
"Cell-IPIPD1 KEGG TCR",0.18582236964705,0.115321829227386,-0.0228765234243971,-0.0378666467891618,-0.0290894860422645,0.325597256904327,0.310972382691663,0.328657150311207,0.00504640155044533,0.364723640565018,0.306958369050725,0.346800342886959,0.192866460437554,0.203205247661287,0.273866050464015,0.335339718981775,0.336558458499497,-0.0159181543736723,0.135455256978868,0.261242592523574,0.260105847713466,0.245719503559316,0.36814132905967,0.164857813722932,0.362140807275167,0.143624911482986,0.346770526629645,0.0309679102530654,0.127218515895792,0.144627483135179,-0.0948380604524617,0.303861205322202,0.326111587342999,0.342275725839514
"Cell-IPIPD1 R",0.150044343412155,0.157161164832621,0.04455305213017,0.0325361241579081,0.000649883923257155,0.30579271710726,0.292957737492469,0.297506924955269,0.0437404693565602,0.358653436865099,0.276610376814183,0.309662853345899,0.220688913417779,0.237752695924508,0.295126144019017,0.29781546031014,0.294420659928412,0.0721945386052014,0.177235559679488,0.2613057471432,0.239945256622117,0.233381702440665,0.342916766549481,0.201879650247603,0.313898492323987,0.163326858800185,0.292891199587283,0.0814159630814889,0.172473542067907,0.191324277494055,-0.090721243547874,0.297369291754131,0.308165294740133,0.305594470608931
"Cell-PD1 KEGG Chemokine Up",0.0646959417480554,0.137036208653297,-0.00392156862745102,-0.0441536817515346,-0.0897909987822759,0.227264594050548,0.198387136857278,0.177146549367529,-0.0408484306270036,0.277534232958076,0.183351971967494,0.195019756952211,0.119409031039539,0.147359526827207,0.199269365540893,0.157163448395835,0.172427247197992,-0.0389646860011432,0.0365888814334352,0.198548671686672,0.127239742538333,0.155359228609061,0.293705111956063,0.134682770446582,0.197596858768856,0.0731578816570988,0.230010686150252,0.0634633067422152,0.0888864037376674,0.100643654166356,-0.151263699396108,0.191789060364323,0.182598971147394,0.176239469171699
"Cell-PD1 KEGG CRI Up",-0.0182596196464891,0.0801737314990866,-0.0843057574966757,-0.0960991189153587,-0.138676591813825,0.171206717286574,0.162915739808705,0.113051817055844,-0.0896349318785288,0.239585016176002,0.149614551359323,0.155422170856686,0.0778270721230121,0.104924463665097,0.160007787678071,0.109126910155878,0.118677171747298,-0.0452803771224529,-0.00565642255609822,0.16476117096853,0.0860455579167133,0.122852692755388,0.240022037471987,0.0873027708392881,0.155167414366609,0.0159398857531057,0.158046369823576,0.0204178006437261,0.0475752567241216,0.0546628722447983,-0.198658282485595,0.140056005003997,0.128382772661936,0.11551860550854
